job_roles,title,clean_desc
Real Estate Advisor,Sales Advisor for Real Estate,Job highlights Identified Google original job post Benefits Earn k per month working outside office day day love selling homes without real estate license You tired current sales job want start scratch get real estate license If sell show make money less time real estate license necessary No cold calling door knocking required We take care work teach team members latest technology industry ahead competition Join us today Earn k per month working outside office day day love selling homes without real estate license
Real Estate Valuation Analyst,Transaction Analyst,Strong organizational analytical skills Ability provide efficient timely reliable courteous service customers Ability effectively present information items ESSENTIAL DUTIES AND RESPONSIBILITIESAssists project initiation scope definition prioritization assignments adherence client driven priorities commitments milestones Drafts creates large variety detailed analyses relevant documents including limited project initiation market comparable reports Requests Proposals RFPs proposal comparison packages letters intent broker opinions value Incorporates data multiple sources generate monthly reports ensuring accuracy data integrity project reporting Portfolio Planning Transaction Management teams items More job highlights We looking Transaction Analyst join team Chicago This position provides assistance coordination execution real estate transaction activities defined portfolio properties behalf corporate clients Prepares presents detailed multifaceted financial modeling valuation analysis including balance sheet considerations profit loss statements variable tax consequences Assists project management portfolio planning helping clients strategize assess implement occupancy needs ESSENTIAL DUTIES AND RESPONSIBILITIESAssists project initiation scope definition prioritization assignments adherence client driven priorities commitments milestones Drafts creates large variety detailed analyses relevant documents including limited project initiation market comparable reports Requests Proposals RFPs proposal comparison packages letters intent broker opinions value Incorporates data multiple sources generate monthly reports ensuring accuracy data integrity project reporting Portfolio Planning Transaction Management teams Assists coordination transaction activity commissionable non commissionable preparing commission forecasts vouchers accounting savings results achieved behalf clients Prepares presents financial analysis results Portfolio Planning Transaction Management projects Understands calculate book cash flow projections NPV net present value IRR internal rate return enable clients make informed decisions Manages supports Corporate Real Estate system involving tracking lease information property values capital expenditures rental rates real estate assignmentsOther duties may assigned SUPERVISORY RESPONSIBILITIESNo formal supervisory responsibilities position Provides assistance oversight technical guidance training coworkers May lead project teams plan supervise assignments lower level employees QUALIFICATIONSTo perform job successfully individual must able perform essential duty satisfactorily The requirements listed representative knowledge skill ability required Reasonable accommodations may made enable individuals disabilities perform essential functions EDUCATION EXPERIENCEBachelor degree BA BS four year college university minimum years related experience training CERTIFICATES LICENSESReal Estate Salesperson license preferred COMMUNICATION SKILLSExcellent written verbal communication skills Strong organizational analytical skills Ability provide efficient timely reliable courteous service customers Ability effectively present information FINANCIAL KNOWLEDGERequires advanced knowledge financial terms principles Conducts advanced financial analysis REASONING ABILITYAbility comprehend analyze interpret complex documents Ability solve problems involving several options situations Requires advanced analytical quantitative skills OTHER SKILLS ABILITIESAdvanced skills Microsoft Office Suite SCOPE OF RESPONSIBILITYDecisions made understanding procedures company policies achieve set results deadlines Responsible setting project deadlines Errors judgment may cause significant impact client co workers supervisor CBRE equal opportunity affirmative action employer long standing commitment providing equal employment opportunity qualified applicants regardless race color religion national origin sex sexual orientation gender identity pregnancy age citizenship marital status disability veteran status political belief basis protected applicable law An additional requirement role ability comply COVID health safety protocols including COVID vaccination proof rigorous testing
Real Estate manager,Corporate Real Estate Manager,Aptitude strong team member well ability work independently Strategic thinker developing regional geographic real estate strategic plans long term value business advantage Stantec Innovative creative approach transactions identify opportunities proactively mitigate risk Motivated self starter demonstrates initiative innovation items As Corporate Real Estate Manager business critical role guard minimize risks associated increased occupancy costs drive improved workplace quality Support financial economic management consulting services regional corporate leadership Assist evaluating client specific situations requirements recommend solutions complex business strategic operational issues Meet performance goals objectives respect portfolio requirements stated delivery milestones key metrics standard processes training activities items More job highlightsCorporate Real Estate Manager K Description Join smart creative inspired Corporate Real Estate team works strategize implement effective cost efficient real estate strategies provide outstanding workplaces enables Stantec optimize work spaces improve efficiency continue drive team engagement within inspired one team culture Your Opportunity Stantec seeking Corporate Real Estate Manager based North America reporting Director Corporate Real Estate support regional real estate real estate transactions requirements You participate planning implementation evaluation recommendation completion variety real estate strategic initiatives projects day day management assigned regional property portfolio As Corporate Real Estate Manager business critical role guard minimize risks associated increased occupancy costs drive improved workplace quality Your Key Responsibilities Support financial economic management consulting services regional corporate leadership Assist evaluating client specific situations requirements recommend solutions complex business strategic operational issues Meet performance goals objectives respect portfolio requirements stated delivery milestones key metrics standard processes training activities Manage assigned real estate portfolio critical dates user group requirements Negotiate contractual terms lease related real estate agreements Stantec interests protected financial goals achieved risk minimized Manage internal controls approvals documentation required including drafting reviewing lease agreements Manage brokerage partners providing services transactions Develop highly effective internal relationships key stakeholders clients colleagues key business partners ensure cross collaborative approach highly successful transactions portfolio management Ensure proper documentation place ensure company commercial contractual position protected Carry highest level ethical fiduciary responsibility Stantec internal clients Qualifications Your Capabilities Credentials Working knowledge related fields commercial real estate transactions contract law financial modeling business consulting Proficiency Microsoft Office Excel PowerPoint Adobe Acrobat business systems required Aptitude strong team member well ability work independently Strategic thinker developing regional geographic real estate strategic plans long term value business advantage Stantec Innovative creative approach transactions identify opportunities proactively mitigate risk Motivated self starter demonstrates initiative innovation Must pro active responsive able handle large volume simultaneous projects Strong communication written verbal ability convey complex concepts deal points simple straightforward way Commitment customer service relationship management skills efficiently respond inquiries resolve conflicts problems might arise Willing travel needed As develop skills success become crucial part team travel requirements may increase Intellectual curiosity Top performers driven ask things work work currently might address even especially thinking falls outside conventional wisdom We need bold thinkers willing challenge assumptions develop new solutions influence outcomes build consensus Understand capable quickly learning different factors variables policies result corresponding impacts They understand make appropriate simplifying assumptions model complex systems accurately Ability develop explain analytical models internal stakeholders Valid drivers license satisfactory driving record Ability travel internationally Education Experience Degree business finance economics real estate related fields preferred Preferably years post undergraduate working experience required related field commercial brokerage management consulting contract management asset property management financial analysis This description comprehensive listing activities duties responsibilities may required employee duties responsibilities activities may assigned may changed time without notice Stantec place best brightest come build talents exciting work make impact world around us Join us develop personal best Primary Location United States Texas Houston Other Locations United States Florida Miami United States Florida Tampa United States Ohio Cleveland United States Minnesota Minneapolis United States Colorado Denver United States Washington Seattle United States Ohio Columbus United States Florida Orlando United States California Los Angeles United States Arizona Chandler Job Facilities Management Real Estate Management Organization BC Procurement Real Estate US Employee Status Regular Job Level Individual Contributor Travel Yes Time Schedule Full time Job Posting Dec AM Req ID K Vaccine Policy Beginning December Stantec requires North America employees many positions fully vaccinated COVID except reasonable accommodation granted medical reason sincerely held religious belief required law Stantec provides equal employment opportunities qualified employees applicants future current employment prohibit discrimination grounds race color religion sex national origin age marital status genetic information disability protected veteran status sexual orientation gender identity gender expression We prohibit discrimination decisions concerning recruitment hiring referral promotion compensation fringe benefits job training terminations condition employment Stantec compliance local state federal laws regulations ensures equitable opportunities aspects employment EEO including Disability Protected Veterans
Real Estate manager,"Sr. Manager, Corporate Real Estate Transactions (APAC)",Effective financial acumen real property asset management optimization skills required including understanding GAAP cash flows impact bottom line capital operating expense capital markets interest rates investments currency fluctuations fiscal monetary policies affect real estate real estate transactions Strong ability partner across business groups internal Baxter stakeholders leveraging effective networks external providers resources Prior management enterprise wide global projects strong negotiating skills critical items Exceptional collaboration integration real estate stakeholders team members providers optimize Baxter global real estate Provide global transactional real estate expertise sound financial management order deliver short long term productivity gains cost savings best practices continuous long term improvement transformation optimization Baxter real properties Promote manage lead strategy governance process policies procedures standards operational excellence global real estate including regional transactions project execution process improvement governance operations resource strategy management compliance reporting items More job highlightsThis save sustain lives At Baxter deeply connected mission No matter role Baxter work makes positive impact people around world You feel sense purpose throughout organization know work improves outcomes millions patients Baxter products therapies found almost every hospital worldwide clinics home For years pioneered significant medical innovations transform healthcare Together create place happy successful inspire This best work Join us intersection saving sustaining lives purpose accelerates mission Position Overview Reports directly Senior Director Global Corporate Real Estate Facilities responsible integrating delivering effective real estate transactions project leadership portfolio management Baxter global real estate portfolio focus APAC supporting regions APAC Americas necessary Accountable supporting executing Baxter global real estate strategies Value focused leadership continual improvement effective implementation real estate projects processes policies procedures Effective management critical dates transactions projects Exceptional collaboration integration real estate stakeholders team members providers optimize Baxter global real estate Provide global transactional real estate expertise sound financial management order deliver short long term productivity gains cost savings best practices continuous long term improvement transformation optimization Baxter real properties Critical Responsibilities Promote manage lead strategy governance process policies procedures standards operational excellence global real estate including regional transactions project execution process improvement governance operations resource strategy management compliance reporting Serves transactional real estate expert APAC Ensures sound financial evaluation management optimizes Baxter global real estate portfolio driving influencing results productive manner Identifies develops leads stakeholder relationships project teams including consultants contractors providers SME Proactively collaborates Baxter business groups functions Evaluates provider performance ensures effective real estate operations transaction management innovative solutions performance criteria met Prioritizes integrates CRE processes policies goals objectives stakeholders providers projects systems Effectively maximizes Baxter real estate continuous improvement strategic real estate principles operating mechanisms transactions stakeholder interface including business groups property ownership management vendors service partners Identifies manages leads real property transactional strategies solutions including acquisition disposition lease renewal restructuring renegotiation subleasing building land due diligence research valuation Provides oversight collaborative support real estate capital expense plan global real estate projects Identifies executes portfolio optimization initiatives delivering corporate objectives real estate goals Work Baxter Global Real Estate Group formulate strategic solutions effectively manage real estate portfolio deliver savings support corporate initiatives Utilize act source best practices process tools techniques continuous improvement real estate transactions processes project management portfolio optimization Refine ensure policy compliance Strategic Solutions Relationships Develop enhance role CRE proactive driver corporate success stakeholder shareholder value leveraging global real estate portfolio operations systems teams vendor networks effectively lead support provide Alignment Global CRE portfolio processes business corporate objectives Sourcing strategies ongoing service evaluation improvement operational platform organizational design delivery model Negotiations including transactions vendors e g RFPs MSAs SOWs real estate contracts Technology review strategic improvement Portfolio workspace optimization effective asset utilization Strategic decisions global real estate portfolio properties management including analysis advisement financial organizational implications risks benefits impacts operational excellence Strategic relationship management including effective communication presentation skills Financial acumen Operational Expertise Experience executing global real estate transactional strategies defining cost effective operational systems processes tactics across full range CRE functional disciplines support company initiatives drive productivity financial goals including Results objectives oriented leadership Portfolio management optimization scope includes manufacturing warehouse office R D compounding mixed use real properties Global real estate process site selection transaction project management expertise Excellent relationship management communication skills Internal External expertise engagement facilitation influencing skills senior management Global project vendor partner management financial management site selection exit strategies incentives entitlements permits portfolio critical date management negotiations execution real estate projects transactions Experience Education Attributes Bachelor Degree Business Real Estate Architecture Construction Management related field minimum years global industrial commercial real estate experience corporate environment Global Life Science experience preferred APAC experience required Previous experience development leadership execution global real estate including property portfolio management strategy transactions project management stakeholder engagement leadership Able provide global oversight expertise effectively acquire manage dispose regional real property assets strategic tactical levels Understanding full life cycle real estate portfolio project management Effective financial acumen real property asset management optimization skills required including understanding GAAP cash flows impact bottom line capital operating expense capital markets interest rates investments currency fluctuations fiscal monetary policies affect real estate real estate transactions Strong ability partner across business groups internal Baxter stakeholders leveraging effective networks external providers resources Prior management enterprise wide global projects strong negotiating skills critical Understands define implement optimize property portfolios transaction management strategic tactical level Ability lead direct motivate others managing multiple priorities many projects across company Real Estate License related professional designation required VS Equal Employment Opportunity Baxter equal opportunity employer Baxter evaluates qualified applicants without regard race color religion gender national origin age sexual orientation gender identity expression protected veteran status disability handicap status legally protected characteristic EEO Law EEO law Poster Supplement Pay Transparency Policy Reasonable Accommodations Baxter committed working providing reasonable accommodations individuals disabilities globally If medical condition disability need reasonable accommodation part application interview process please click link let us know nature request along contact information Recruitment Fraud Notice Baxter discovered incidents employment scams fraudulent parties pose Baxter employees recruiters agents engage online job seekers attempt steal personal financial information To learn protect review Recruitment Fraud Notice
Real Estate Valuation Analyst,Valuation Analyst (Real Estate),Working knowledge basic accounting principles required Proficiency Excel PowerPoint required Excellent written communication skills required Ability handle sensitive confidential information required item Benefits The anticipated range position annual base salary plus annual discretionary performance based bonus Actual pay may adjusted based experience performance items More job highlightsOver last years Ares success driven people culture Today team guided core values Collaborative Responsible Entrepreneurial Self Aware Trustworthy purpose catalyst shared prosperity better future Through recruitment career development employee focused programming committed fostering welcoming inclusive work environment high performance talent diverse backgrounds experiences perspectives build careers within exciting growing industry Job Description Position Summary This Analyst primarily involved administering determination net asset value NAV company three NAV based funds property returns valuation including use Argus software gathering information performing analysis competitors strategic financial corporate modeling income statement balance sheet cash flow projections Diversified Property Fund DPF financial analysis support Essential Duties Facilitate process calculating determining NAV coordinate efforts external valuation firms third party appraisers external accountants appropriate Perform property corporate valuation analyses including Discounted Cash Flow DCF Internal Rate Return IRR Net Asset Value NAV Research develop analytical tools address issues portfolio performance measurement contribution attribution Assist updating maintaining DPF corporate financial model including coordinating various teams accounting acquisitions dispositions asset management capital markets gather information needed update model support strategic decision making financial scenario analysis Forecast budget expected revenue expenses prepare periodic variance explanations actual results vs forecast budget Develop presentation materials used senior management Board Directors meetings Maintain comparable company analysis continually updating understanding capital markets trends valuation metrics operating performance Participate support company involvement industry trade groups including preparation periodic reports regarding asset corporate performance Professionally represent company broader real estate community e g brokers bankers service providers Assist execution various equity capital markets transactions including structured common stock offerings debt offerings Support various investor relations due diligence efforts necessary Complete duties assigned Required Knowledge Skills Abilities Bachelor degree undergraduate coursework business finance accounting required Preferably years finance accounting work experience exposure valuation concepts techniques Working knowledge basic accounting principles required Proficiency Excel PowerPoint required Commercial real estate experience desirable Experience Argus valuation software accounting software Yardi MRI plus Excellent written communication skills required Ability handle sensitive confidential information required Outstanding academic credentials high ethical standards required Reporting Relationships Principal U S Real Estate Compensation The anticipated range position annual base salary plus annual discretionary performance based bonus Actual pay may adjusted based experience performance Benefits would include Medical Rx dental vision flexible spending accounts Health Savings Account company paid short term long term disability company paid voluntary life insurance parental leave etc k plan company match Qualifications If like wild growth working happy enthusiastic achievers enjoy career us
Real Estate Sales Agent,Real Estate Agent,High school diploma GED Have willing obtain real estate salesperson license Strong interpersonal skills including comfortable talking new people Good customer services skills Good oral written communications skills items Ability make prospecting calls work open houses follow company generated leads More job highlightsReal Estate Agent West Caldwell New Jersey United States Description Weichert Realtors hiring select number professional real estate agents sales office We looking people willing obtain real estate sales license recently completed pre license requirements There also openings experienced real estate salespersons broker salespersons Candidates must interested building strong scalable real estate business top earners industry using Weichert lead generation strategies Weichert one largest independently owned real estate companies country We partnership real estate agents co branding laser focused one common goal provide customer best sales experience possible best agents industry using advanced myWeichert leading edge technology web platform marketing expertise extensive support award winning training Many agents teams even brokers become dependent singular source new customers Weichert empowers real estate agents easily diversify sources new business The ideal candidates take advantage best worlds approach supporting real estate agents combining innovative tools high touch coaching based real world experience Weichert delivers unparalleled integrated real estate mortgage insurance title settlement home protection moving services All Under One RoofSM Job Requirements Weichert invests real estate agents called Weichert Sales Associates business As work hard help agents either improve current sales path launch real estate sales career professionally successfully know ideal candidate looking meet following requirements High school diploma GED Have willing obtain real estate salesperson license Strong interpersonal skills including comfortable talking new people Good customer services skills Good oral written communications skills Ability multitask fast paced environment Strong attention detail Desire work part cohesive team office environment high degree self discipline independence entrepreneurial mindset Flexibility meeting customers based convenience Proficient social media networking tools LinkedIn Facebook Willing learn latest technology using myWeichert CRM website marketing platform Desire take advantage free training earn targeted income via commissions Ability make prospecting calls work open houses follow company generated leads Ability learn scripts presentations use given company marketing materials build business Join Our Team If interested considered one openings complete form receive quick online questionnaire help determine best next steps These positions commission based opportunities propel sales career industry All qualified applicants receive consideration employment without regard race color religion sex national origin disability protected veteran status Your information kept strictly confidential By applying job authorizing Weichert affiliated employees email text
Apartment Rental Agent,"Property Managers, Assistant Property Managers, & Leasing Agent",Lease ups Experience serving notices eviction process rent collection Excellent customer service Knowledge Fair Housing A team player items Dental insurance Flexible spending account Health insurance Life insurance items More job highlightsAbout us Moss Co Property management company located Sherman Oaks CA looking experienced real go getters Apartment Managers Assistant Property Managers Leasing Agents join dynamic team property management professionals We looking dynamic energetic individuals enjoy working part property management world We exciting company part growing tremendously We properties greater Los Angeles Area looking expand Qualifications Must least years experience field applying Lease ups Vacancy rehabs Turnovers Section Experience serving notices eviction process rent collection Excellent customer service Knowledge Fair Housing A team player Good leadership skills Excellent organizational skills Yardi knowledge plus Bilingual preferred We site site positions available well full time part time opportunities Locations West Los Angeles West Hollywood Koreatown Downtown Los Angeles San Fernando Valley Interested Respond advertisement recent resume We Equal Opportunity Employer Job Types Full time Part time Pay per hour Benefits k k matching Dental insurance Flexible spending account Health insurance Life insurance Paid time Vision insurance Schedule hour shift Ability commute relocate California Reliably commute planning relocate starting work Preferred Education High school equivalent Preferred Experience Property management years Preferred License Certification Driver License Preferred Willingness travel Preferred Work Location Multiple Locations
Apartment Rental Agent,Leasing Agent,Outstanding communication skills verbal written Excellent negotiation problem solving skills Strong people customer service skills Record update details prospective existing residents computer databases items Benefits We offer training development robust employee benefits k contribution matching flexible spending program transit medical dependent care parking Maternity paternity leave PTO holidays offer clear path career advancement portfolio continues grow nationwide More job highlightsSTYL Residential looking Leasing Agent apply outstanding customer service sales skills community Durham NC Job Summary The Leasing Agent acts representative property leasing units prospective residents This may include converting leads community tours following prospects preparing lease documents qualifying prospective residents assisting move process providing top customer service Essential Job Functions Record update details prospective existing residents computer databases Examine properties inform maintenance staff issues Tour apartments community present compelling way overcoming objections building relationships Screen prospective residents ensure meet eligibility requirements Complete lease applications assist verification application information Inform prospective residents results Inspect properties residents take occupation vacate Liaise residents provide information address complaints concerns Maintain store documentation effectively Accept rent payments security deposits applicable fees Who We Are Looking For years work experience Leasing Agent sales agent similar position Proficient knowledge real estate industry property management principles relevant legislation preferred Access reliable transportation Outstanding communication skills verbal written Excellent negotiation problem solving skills Strong people customer service skills Available work extended hours What We Offer We invest people believe people We offer training development robust employee benefits k contribution matching flexible spending program transit medical dependent care parking Maternity paternity leave PTO holidays offer clear path career advancement portfolio continues grow nationwide Equal Employment Opportunity Our company Equal Opportunity Employer We discriminate basis race religion color sex gender identity sexual orientation age non disqualifying physical mental disability national origin veteran status basis covered appropriate law All employment decided basis qualifications merit business need
Right of Way Agent,Right of Way Agent,There travel throughout Kansas City area Liaise house contract project management Engineering Survey Permitting Construction Environmental groups Represents client public meetings regulatory hearings presentations relating project items More job highlightsDay Day Right Way Manager oversees organization operations activities regarding need additional land office space Researches negotiates elects purchase short long term lease land agreements right way construction meet organization goals Responsible management supervision field office staff operations There travel throughout Kansas City area Needs knowledge legal documents ability assist easement acquisition utility work Liaise house contract project management Engineering Survey Permitting Construction Environmental groups Represents client public meetings regulatory hearings presentations relating project Reviews evaluates work field office staff Mediates resolves issues arise landowners agents client subcontractors Assists Right Way Agents making calls resistant property owners complex ownerships representatives Assures project progress reports prepared accurately schedule Monitors project budget prepares forecasts expenses milestones reports client Minimum Requirements Must Haves Real estate license MO KS Knowledge legal documents ability assist easement acquisition utility work Background experience electrical utility Good personality ability connect customers maintain persistent communication Desired Skills Plusses Associates bachelor degree Experience ROW agent manager From Midwest Legal Law experience
Real Estate Valuation Analyst,Real Estate Valuation Analyst - Hybrid Schedule,Ability multi task meet deadlines Ability use word processing spreadsheet internet based applications ability work independently years real estate valuations appraisals directly related experience item Analyzes assures accurate assessment real estate values Ensures appropriate approach value completed Responsible obtaining property information relating lot size building size building occupancy condition etc items More job highlightsDid know Zions Bancorporation one nation premier financial services companies total assets exceeding billion With local management teams helm western states Zions dedicated making difference local communities At Zions forgotten keeps us business meaning committed success customers employees Here possibilities endless come job stay career We accepting applications Real Estate Valuation Analyst join team This position eligible work home flexible work schedule subject periodic review Responsible components residential evaluations including procurement analysis development review reporting Perform appraisal evaluations reviews compliance bank policies federal regulations USPAP standards applicable Analyzes assures accurate assessment real estate values Ensures appropriate approach value completed Responsible obtaining property information relating lot size building size building occupancy condition etc Analyze use information basis concluding market value estimate Assists interpreting implementing current regulations Basic knowledge residential real estate valuations Must good organizational customer service communication skills verbal written Good problem resolution analytical auditing skills Ability multi task meet deadlines Ability use word processing spreadsheet internet based applications ability work independently Requires years real estate valuations appraisals directly related experience A combination related education experience may meet job requirem ents
Real Estate manager,"Senior Real Estate Manager, International",years management experience We enable team members stay healthy medical dental vision insurance options We help team members navigate path towards financial security K Retirement Plan Global Stock Ownership Employee Stock Purchase Programs item More job highlightsWho We Are SBA Communications SBA industry leader providing wireless infrastructure makes communication work track record growth throughout Americas South Africa Southeast Asia Our purpose enable communications essential connecting people We listed NASDAQ symbol SBAC organization part S P SBA also one top Real Estate Investment Trusts REITs based market capitalization The People Our success stems collaborative environment differences appreciated team members considered valued asset Together uphold highest moral ethical standards excellent stewards financial resources prioritize quality things right first time We innovate new efficient effective ways business go extra mile provide excellent customer service clients We enjoy company work hard make around us successful The Perks One values People Focused committed team members current evolving needs global compensation benefits programs Our strategy provide programs resources focused four pillars overall well Physical Emotional Financial Social We enable team members stay healthy medical dental vision insurance options We help team members navigate path towards financial security K Retirement Plan Global Stock Ownership Employee Stock Purchase Programs Additionally provide Paid Time Off PTO Tuition Reimbursement many impactful benefits Your Next Career Opportunity Senior Asset Optimization Manager International Responsible managing team individuals contact SBA international ground owners effort develop relationships enabling SBA secure necessary real estate transactions achieve SBA goals What You Will Do Primary Responsibilities Manage team Asset Optimization Specialists Asset Optimization Coordinators Asset Optimization Analysts Independent Contractors secure SBA non SBA assets Asset Optimization department programs Review assess performance data includes sales financial activity reports monitor measure departmental productivity goal achievement overall effectiveness programs Approve ground lease buyout transactions meet SBA approved investment parameters In coordination VP Asset Optimization evaluate real estate transactions require additional financial analysis determine strategy securing acquiring key SBA assets Manage relationships monitoring staff CRM ensuring ground owners contacted consistent regular basis Review ensure financial analysis transactions accurate reflect expected market business changes Coordinate International management teams extension expansion transactions approvals outside assigned approval limits Support Asset Optimization Specialists Supervisor managing challenging negations proposing resolutions complete transaction Plan implement departmental protocols increase productivity identify potential gaps service facilitate departmental goals requested In coordination VP Asset Optimization develop processes coordinate departments facilitate successful execution departmental organizational goals Responsible negotiating sustaining Independent Contractor Vendor contracts Responsible creation calculation staff bonus plans payouts Provide management reports staff transaction status regular basis requested Plan allocate resources effectively staff meet departmental goals Ensure accurate complete information captured customer relationship management CRM system provide data checks needed Coordinate IT department implement modify business software systems effectively increase overall functionality stream line internal processes Other projects duties assigned What You Need Qualifications Requirements Bilingual English Spanish required Bachelor Degree related field study H S Diploma GED equivalent work experience years sales business development experience preferably real estate years management experience
Grounds Maintenance Worker,BUILDING/GROUNDS MAINTENANCE WORKER,Requires knowledge skill mental development equivalent completion high school plus one year maintenance work experience preferably associated building construction mechanical trades heavy equipment operations Requires ability lift lbs bend kneel crawl climb ladders circumstances may dictate Successfully pass background check Successfully pass drug screen Responsibilities include limited building grounds maintenance repairs installations basic construction projects assisting skilled workers performing janitorial duties The Decatur Forensic Science Laboratory currently construction anticipated open late Spring items Benefits Salary MONTH CBA language applies More job highlightsAgency Illinois State Police Closing Date Time Salary MONTH CBA language applies Job Type Salaried Full Time County Macon Number Vacancies Plan BU RC Collective Bargaining Agreement language applies requisition We currently transitioning away paper application process electronic application process This position transitioned Please follow directions applying position DO NOT APPLY ONLINE DO NOT CLICK THE APPLY BUTTON CMS B Employment Application applicable documentation submitted Agency contact listed Posting Identification About Position Under direct supervision performs variety semi skilled non skilled labor Illinois State Police Decatur Forensic Science Laboratory Responsibilities include limited building grounds maintenance repairs installations basic construction projects assisting skilled workers performing janitorial duties The Decatur Forensic Science Laboratory currently construction anticipated open late Spring Job Responsibilities Performs variety semi skilled tasks including carpentry masonry electrical painting plumbing assignments Performs maintenance repairs installations including limited fences gates doors hardware locks windows appliances laboratory office furniture building grounds equipment constructs installs shelves door wall partitions panels temporary enclosures basic carpentry projects required patches replaces drywall replaces old lays new floor tile baseboards carpeting constructs forms concrete mixes mortar repairs roof leaks preforms minor plumbing fixture repairs assists craftsmen required operates building grounds equipment utilizes hand power tools circumstances dictate Performs variety indoor laboratory office building janitorial duties sweeps mops scrubs waxes buffs floors vacuums cleans carpets cleans disinfects restrooms fixtures refills dispensers cleans laboratory work area tops cabinets walls blinds cleans bleaches laboratory floors prevent contamination washes windows mirrors cleans lunch room break rooms stairways empties wastebaskets dumps trash dusts polishes furniture janitorial work Performs grounds parking lot maintenance upkeep mows fertilizes lawn trims hedges removes weeds rakes leaves waters lawn shrubbery picks litter debris sweeps walks entrances operates lawn mower snow blower removes snow ice walks parking areas needed performs grounds work Performs manual labor loads unloads trucks office laboratory supplies equipment weighing lbs disassembles assembles office furniture moves office laboratory equipment operates pallet lift pallet hand trucks moves gas cylinders Performs duties assigned required Minimum Qualifications Requires knowledge skill mental development equivalent completion high school plus one year maintenance work experience preferably associated building construction mechanical trades heavy equipment operations Requires working knowledge construction maintenance tools equipment materials Requires knowledge ability use hand power tools operate heavy equipment perform semi skilled manual work safe manner Conditions Employment Requires ability lift lbs bend kneel crawl climb ladders circumstances may dictate Successfully pass background check Successfully pass drug screen About Agency The Illinois State Police strives excellence seeking one premier policing agencies country Our core values Integrity Service Pride We seeking individuals similar values join us mission promote public safety Work Hours Monday Friday pm Work Location Decatur Forensic Science Laboratory W Rotary Way Decatur IL Agency Contact ISP JobPostings gov Illinois State Police Office Human Resources S th St Ste Annex Job Function Facility Fleet Management CANDIDATES MUST SUBMIT A SEPARATE BID FORM applicable AND CMS B FOR EACH POSTED VACANCY APPLIED FOR APPLICATION INSTRUCTIONS DO NOT APPLY ONLINE Please submit application via email ISP JobPostings gov mail application Illinois State Police S th St Ste Annex Springfield IL Current State Employees Seeking Promotion Submit Official Position Vacancy Bid Form CMS B Employment Application version dated Agency Contact address listed Older versions CMS B graded returned applicants Failure complete submit new CMS B version dated result application rejected Seeking Transfer Submit Official Position Vacancy Bid Form Transfer Request CMS Employment Application version dated Agency Contact address listed A separate Bid form Application required Posting Identification Job Requisition ID bid rejected Failure complete submit new CMS version dated result application rejected Seeking Reduction Submit Official Position Vacancy Bid Form CMS Employment Application version dated Agency Contact address listed A separate Bid form Application required Posting Identification Job Requisition ID bid rejected Failure complete submit new CMS version dated result application rejected Former State Employees Submit Official Position Vacancy Bid Form CMS Employment Application version dated Agency Contact address listed A separate Bid form Application required Posting Identification Job Requisition ID bid rejected Failure complete submit new CMS version dated result application rejected Non State Employees Submit CMS Employment Application version dated official college transcripts applicable Agency Contact address listed Documentation required Posting Bid ID application rejected Failure complete submit new CMS version dated result application rejected The ISP Drug Free Workplace
