job_roles,title,clean_desc
Procurement Clerk,Purchasing Assistant,Ability compute rate ratio percent draw interpret bar graphs Ability write routine reports correspondence Ability speak effectively groups customers employees organization Ability apply common sense understanding carry detailed uninvolved written oral instructions items Review open order reports expedite orders past due Review processes receipts material Record data regards supplier deliveries performance Review incoming freight work logistics companies ensure time deliveries items More job highlightsBusiness Unit MEIS Division Industrial CORE Business Business Overview ELEMENT SOLUTIONS INC Element Solutions Inc NYSE ESI leading specialty chemicals company whose operating businesses see formulate broad range solutions enhance performance products people use every day Developed multi step technological processes innovative solutions enable customers manufacturing processes several key segments including electronic circuitry communication infrastructure automotive systems industrial surface finishing consumer packaging offshore energy Customers ESI businesses use innovation competitive advantage relying ESI help navigate fast paced high growth markets The breadth ESI offerings provides strong strategic value end markets serve With people operating facilities across countries ESI established growing legacy creating technological advances customers around globe Our people technical sales teams located close key markets allowing us maintain strong customer relationships accelerate product innovation process The company two segments Electronics Industrial Specialty The electronics segment made Assembly Alpha Circuitry MacDermid Enthone Semiconductor Alpha Compugraphics businesses The Industrial Specialty segment made Industrial MacDermid Enthone Graphics MacDermid Graphics Energy MacDermid Offshore businesses Together annual sales US million FY Shown overview pages financial information product applications regional breakdowns summarized various presentations within Investor Relations site Investor Relations Element Solutions Inc ESI Job Purpose Responsible purchase order process ensuring goods ordered arrive correctly time site facility accurate paperwork matching pricing ERP system Job Responsibilities Follow purchase order processes creation delivery Review open order reports expedite orders past due Review processes receipts material Record data regards supplier deliveries performance Review incoming freight work logistics companies ensure time deliveries Work closely suppliers processing purchase orders determine accurate inbound freight costs Match invoices received purchase orders review accuracy settle discrepancies Document cost increases Complete month end reporting tasks related Purchasing Department Perform exceptional customer service internal stakeholders Qualifications And Skills To perform job successfully individual must able perform essential duty satisfactorily The requirements listed representative knowledge skill ability required Ability add subtract multiply divide units measure currency using whole numbers common fractions decimals Ability compute rate ratio percent draw interpret bar graphs Ability read interpret documents safety rules operating maintenance instructions procedure manuals Ability write routine reports correspondence Ability speak effectively groups customers employees organization Ability apply common sense understanding carry detailed uninvolved written oral instructions Ability deal problems involving concrete variables standardized situations Proficient knowledge Microsoft Word Microsoft Excel ability learn Chempax Education High school diploma general education degree GED year minimum work experience purchasing related field equivalent combination education experience Physical Demands The physical demands described representative must met employee successfully perform essential functions job Reasonable accommodations may made enable individuals disabilities perform essential functions While performing duties job employee regularly required use hands reach hands arms talk hear The employee frequently required sit The employee occasionally required walk stoop kneel crouch crawl Work Environment The work environment characteristics described representative employee encounters performing essential functions job Reasonable accommodations may made enable individuals disabilities perform essential functions The noise level work environment usually moderate EECO EEO Disclaimer Element Solution Inc E Verify Company provides reasonable accommodation qualified individuals disabilities disabled veterans job applicant procedures Equal Opportunity Employer Minority Female Veteran Disabled Gender Identity Sexual Orientation Nearest Major Market Cleveland
Public Relations Manager,Public Relations Manager,Requires excellent communication skills verbal written Must strong media contacts locally nationally Must experience executing PR Plans items Daily social media monitoring engagement Negotiate contracts location agreements photo shoots filming property conjunction Director Sales Marketing Work closely outside PR agency day day basis assists directing focus new initiatives campaigns etc items More job highlightsLive Your Passion Add Your Magic At Montage International something different something exciting takes passionate people bring vision life We built culture leads important notion live every day love If resonates look forward receiving application We welcome applicants disabilities provide reasonable accommodations needed applicants Please discuss hiring managers selection processes Public Relations Manager SUMMARY The Public Relations Manager responsible developing executing hotel overall strategic public relations programs including limited media relations community relations entertainment outreach integration opportunities internal communications conjunction corporate directives ESSENTIAL FUNCTIONS Formulate execute public relations initiatives pitching local regional national media writing editing press releases communications Regularly exercise discretion independent judgment represent hotel approve media visits pitch media stories manage media visits property entertain guest appropriate Daily social media monitoring engagement Negotiate contracts location agreements photo shoots filming property conjunction Director Sales Marketing Work closely outside PR agency day day basis assists directing focus new initiatives campaigns etc Assist social media resort Trip Advisor Facebook Twitter Instagram Pinterest needed Respond incoming media inquiries Complete monthly audit website pressroom ensure accurate updated current press releases press coverage bios fact sheets etc Analyze maintain budget QUALIFICATIONS BA BS Journalism Communications Public Relations Minimum years experience Communications Focus social media entertainment relations plus Public Relations luxury hotel preferred Must able speak read write understand primary language used workplace Requires excellent communication skills verbal written Must strong media contacts locally nationally Must experience executing PR Plans Write edit press releases pitches communications Manage media inquiries timely manner Build maintain relationships media representatives online influencers Monitor news coverage respond accordingly Serve liaison hotel public relations agencies necessary Ability handle fast paced environment multi task Knowledge hospitality travel industry advantage Travel may required Must detail oriented well systematic organized Ability manage multiple projects simultaneously daily weekly monthly deadlines Creative logical sound judgment Ability solve problems make rational decisions Works well independently alongside colleagues Flexible able manage changing priorities Excellent relationship management abilities Strong interpersonal skills Comfortable working Associates levels organization including senior leaders Mastery AP Style MS Office proficiency including PowerPoint presentation skills presentation support Knowledge Cision major press clipping service PHYSICAL REQUIREMENTS Must able sit desk hours per day Walking standing required rest working day This includes traveling meetings Length time tasks may vary day day task task Must able exert well paced ability maneuver functions occurring simultaneously Requires grasping writing standing sitting walking repetitive motions talking listening hearing ability visual acuity In United States proud EEO employer M F D V We maintain drug free workplace perform pre employment substance abuse testing
Marketing Director,"Director, Marketing and Pipeline Management",Creativity addressing strategic challenges displays high intellectual curiosity passion learning thinks box asks right questions seeks expert opinions insights applies innovative ideas takes measured risks Possesses knowledge credibility maturity influence senior management items This role leads commercial evaluation activities external business development opportunities yet launched US She responsible commercial management deal process supporting due diligence successful completion Supporting success projects primarily areas due diligence asset portfolio company valuation asset screening growth strategy Contributing project teams development delivery deliverables including analysis IQVIA public information sources conducting primary research industry experts independent secondary research items More job highlightsThe Director Marketing Pipeline Management Hikma Generics critical role Commercial Marketing organization Responsibilities include leading US Generics Commercial Launch Team focused managing successful product launches robust process providing commercial guidance development early stage assets developing implementing US launch strategies optimizing impact marketing budgets Additionally works conjunction senior management team assess champion appropriate strategic opportunities This role leads commercial evaluation activities external business development opportunities yet launched US She responsible commercial management deal process supporting due diligence successful completion Supporting success projects primarily areas due diligence asset portfolio company valuation asset screening growth strategy Contributing project teams development delivery deliverables including analysis IQVIA public information sources conducting primary research industry experts independent secondary research Serving lead small projects workstreams ensuring successful delivery project satisfaction leading presentation key outputs Guide lead junior team members performing quantitative qualitative analysis identify issues translating data meaningful insights communicating recommendations key decision makers Participating internal external meetings supporting presentation project findings management team Supporting development marketing materials training development go market approach Supporting business development including development proposals presentations Further developing broad knowledge related methodologies pharmaceutical market participation formal informal learning opportunities Key activities include developing target product profiles launch analytics market research product positioning competitive intelligence lifecycle management He interact internally senior leadership well externally alliance partners present defend recommendations new product planning initiatives asset acquisitions licensing The Director Marketing Pipeline Management Hikma Generics within US complex demanding position requires strong commercial executive excellent marketing capabilities strong analytical skills superior cross functional collaboration skills ability operate globally locally highly effective influencing skills Leads pipeline forecasting analytics team focused internal externally sourced pipeline assets Creation implementation robust auditable Product Launch Process Responsible US Generics Pipeline forecasting activities annual business plan YR strategic plan Provide requested situational analysis may include product strategy strategic imperatives behavioral objectives tactics associated budget resource needs commercial launch success As Commercial liaison Business Development assess competitive landscape form strategies internal external product targets project potential peak sales assets accordingly outline strategic alternatives available organization including focus new market opportunities current new lines business strategic initiatives succinctly present findings recommendations senior management Ensure Hikma maximizes value early generic differentiated product pipeline assets Communicate US Hikma Generics vision strategies throughout organization externally The individual responsible establishing maintaining effective working relationships BD partners stakeholders Commercial Acumen Exceptional commercial acumen instincts superior strategic marketing skills A strong command classic innovative marketing disciplines techniques A thorough understanding external environment internal capabilities competitors interests stakeholders Develops applies best practices Strategic Mindset Creativity addressing strategic challenges displays high intellectual curiosity passion learning thinks box asks right questions seeks expert opinions insights applies innovative ideas takes measured risks Develops articulates strong value based strategy Collaboration Skills Works effectively team based organization collaborates cross functionally builds alignment around key objectives exercises influence levels Readily builds consensus achieves agreement key priorities Conducts effective meetings Excellent listener seeks broad input feedback employs frequent effective follow Presentation Skills Develops delivers concise relevant well supported briefings Well prepared adapts presentation style audience Possesses knowledge credibility maturity influence senior management Possesses unquestioned integrity strong business ethics Leads example demonstrates strong commitment company values culture Displays positive attitude energizes colleagues partners Has reputation record achievement establish trust credibility subordinates peers superiors corporate leaders strategic partners stakeholders Minimum years pharmaceutical industry least years decision support leadership role A minimum years Generic Brand Pharma product marketing Bachelor degree business science quantitative disciplines mathematics statistics required Master degree preferred degree preferred Proven experience using analytical techniques address business questions Experience hiring developing leading team Ability work pressure produce timely high quality deliverables fast paced environment Advanced Microsoft Excel SQL skills proficient Microsoft Office applications including PowerPoint Word Working knowledge pharmaceutical data sources IQVIA Symphony Health Ability prioritize manage concurrent occasionally competing initiatives fast paced environment Experience developing implementing innovative global marketing commercial strategies pipeline products successfully launching therapeutic products positioning products maximize commercial value Prior experience launching generic products highly desirable Solid understanding US market access pricing reimbursement issues Knowledge key issues current developments pharmaceutical healthcare industries Experience leading cross functional teams matrix environment managing global projects involving multiple functions shared accountability Experience supporting product licensing acquisition transactions Has contributed commercial expertise evaluating internal assets prioritizing external opportunities Has supported transactions conducting due diligence evaluating market dynamics contributing modeling assumptions assisting valuation Significant commercial due diligence experience within pharmaceutical healthcare sector Minimum years project management experience focused engagements related transactions external investments due diligence valuation asset identification growth strategy forecasting including capabilities manage projects balancing priorities maintaining high quality delivery Demonstrable analytical interpretative problem solving skills Ability travel may include overnight travel Please note Hikma accept unsolicited resumes calls third party recruiters employment agencies In absence signed Master Service Agreement approval HR submit resumes specific requisition Hikma consider approve payment third parties hires made ID Shift None External Company Name Hikma Pharmaceuticals USA Inc External Company URL Street Connell Drive
Door-to-Door Sales Worker,Consumer Direct Sales Specialist *$1500 sign on bonus*,Good driving history Strong interpersonal skills ability connect others Self motivation desire success Ability work outdoors weather conditions Sales experience items In position go door door home home speak potential customers complete orders ensure service activation set accurate billing follow ensure customer satisfaction item Benefits Consumer Direct Sales Sign Bonus Advance Commission Pay Out st Month Salary items More job highlightsJob Description Job ID Consumer Direct Sales Sign Bonus Consumer Outside Sales Specialist Advance Commission Pay Out st Month Salary Earn K annually base commission Health benefits paid training paid time education assistance K Sign Bonus What You Do As consumer outside sales specialist sell Windstream products services customers within Windstream service territory In position go door door home home speak potential customers complete orders ensure service activation set accurate billing follow ensure customer satisfaction As specialist expected meet product service sales quotas attend Windstream special events build network increase sales opportunities Do You Have Excellent customer service organizational skills Good driving history Strong interpersonal skills ability connect others Self motivation desire success Ability work outdoors weather conditions Even Better Sales experience Bi lingual plus Our Benefits Link Removed Medical Dental Vision Insurance Plans Identify Theft Legal Auto Home Pet Insurance K Plan Health Flexible Savings Account Life AD D Spousal Life Child Life Insurance Plans Educational Assistance Plan About Us Windstream leading provider advanced network communications technology solutions consumers small businesses enterprise organizations carrier partners across U S Windstream offers bundled services including broadband security solutions voice digital TV consumers The company also provides data cloud solutions unified communications managed services business enterprise clients The company supplies core transport solutions local long haul fiber optic network spanning approximately miles DISCLAIMER Must active employee time payout st bridge payment nd bridge paid nd month employment Scheduled repayment advance applied employed consecutive months Sign Bonus paid months employment Employee must new employee Windstream employed time payout receive sign bonus IND Job Requirements High School diploma equivalent years experience College hours college degree may substituted experience deemed appropriate EEO Statement Windstream equal opportunity employer At Windstream celebrate authenticity uniqueness people ideas All qualified applicants receive consideration employment without regard race color religion sex age national origin genetic information protected veteran status current military status disability sexual orientation gender identity marital status creed citizenship status status protected law give full consideration qualified disabled individuals protected veterans The diverse voices employees fuel innovation inclusive culture Employment Windstream subject post offer pre employment drug testing
Advertising Promotions Manager,LEAD MARKETING MANAGER,Advanced communication listening skills interact work wide range people functions within marketing disciplines including database IT product channel advertising analyst relations Direct B B marketing experience solid knowledge marketing tactics Knowledge go market GTM launch activities full lifecycle items Director VP positions also eligible long term incentive More job highlightsAbout Lumen Lumen guided belief humanity best technology advances way live work With route fiber miles serving customers countries deliver fastest secure global platform applications data help businesses government communities deliver amazing experiences Learn Lumen network edge cloud security communication collaboration solutions purpose human progress technology news lumen com LinkedIn lumentechnologies Twitter Facebook lumentechnologies Instagram YouTube lumentechnologies The Role We seeking Product Marketing Manager Lumen Voice Unified Communications Collaboration Solutions drive creation delivery unique market positioning sales enablement collaboration portfolio solutions The ideal candidate passion technology life long approach learning collaborative nature works multiple resources identify develop valuable customer outcomes highly technical inputs The Product Marketing Manager Voice UC C Solutions expected subject matter expert portfolio offerings understanding monitoring changing market audience landscape Voice UC C including unified communications video web conferencing next gen voice collaboration solutions The candidate leverage understanding customer market product portfolio craft unique go market messaging produce sales training collaterals well influence direction product roadmaps delivering ideal customer experience This highly visible role across organization require collaboration cross functional teams including Product Management Product Development Marketing Communications lead gen campaigns Corporate Communications Sales Enablement Training Analyst Relations well Sales Organization To meet requirements candidate must first expert level understanding collaboration technology including voice networking Second must familiar messaging value solutions multiple tiers decision makers And finally must possess communication channel experience create package marketing messages targeting variety customer prospect personas The Product Marketing Manager Voice UC C Solutions works independently therefore must self motivated The incumbent work minimum supervision expected meet exceed goals The Main Responsibilities Designs impactful product marketing strategies drive profitable revenues Translates highly technical information succinct customer outcome messaging develop value propositions differentiators messaging proof points claims Leads internal external launch new products services including sales partner enablement Owns go market strategy associated deliverables portfolio offerings Develops executes sales enablement plans ensure sales understanding various technical levels Creates content sales enablement marketing activation generates qualified leads Composes manages creation sales training enablement tools including sell sheets FAQs competitive positioning training internal awareness communications Compose content manage build external marketing assets including brochures case studies customer presentations newsletters website blogs social media Partners marketing teams drive messaging premium content infographics white board videos webinars lead gen campaign activities What We Look For Candidate Bachelor degree Experience product marketing sales enablement product management related role Technology field market A deep understanding collaboration IT solutions competitive space within Advanced communication listening skills interact work wide range people functions within marketing disciplines including database IT product channel advertising analyst relations Direct B B marketing experience solid knowledge marketing tactics Knowledge go market GTM launch activities full lifecycle Strong analytical strategic thinking skills A great attitude willingness learn new skills take initiative collaborate across teams Aptitude quickly come speed new technology concepts Passion evangelize disruptive new technologies Ability react frequent changes duties volume work Comfortable accepting responsibility medium large scale projects involving multiple resources spanning many months start finish Ability manage multiple concurrent activities The ability write compelling marketing copy targeting identified business personas plus candidate seeking position Minimum Qualifications Education Bachelor degree Business Marketing Advertising Engineering related field communication technology disciplines Work Experience years work experience progressively responsible marketing position Preferred Qualifications Education Master degree Business Marketing Engineering Work Experience UCaaS Voice Unified Communications Collaboration Collaboration Contact Center solutions related industry experience promoting marketing enterprise business products services solutions Alternate Location US Colorado Broomfield Work Home What Expect Next Requisition EEO Statement We committed providing equal employment opportunities persons regardless race color ancestry citizenship national origin religion veteran status disability genetic characteristic information age gender sexual orientation gender identity marital status family status pregnancy legally protected status collectively protected statuses We tolerate unlawful discrimination employment decisions including recruiting hiring compensation promotion benefits discipline termination job assignments training Disclaimer The job definition information designed indicate general nature level work performed employees within classification It designed contain interpreted comprehensive inventory duties responsibilities qualifications required employees assigned job Job duties responsibilities subject change based changing business needs conditions Salary Range Salary Min Salary Max This information reflects anticipated base salary range position based current national data Minimums maximums may vary based location Individual pay based skills experience relevant factors This position eligible either short term incentives sales compensation Director VP positions also eligible long term incentive To learn bonus structure view additional information We able answer additional questions may move selection process As part comprehensive benefits package Lumen offers broad range Health Life Voluntary Lifestyle benefits perks enhance physical mental emotional financial wellbeing You learn clicking Note For union represented postings wage rates ranges governed applicable collective bargaining agreement provisions Salary Range Salary Min Salary Max This information reflects base salary pay range job based current national market data Ranges may vary based job location We offer competitive pay varies based individual experience qualifications relevant factors We encourage apply positions interested believe qualified To learn welcome discuss us move selection process
Procurement Clerk,Procurement Clerk,Major Responsibilities Purchasing Coordinate approvals control purchasing activities requested Engineering Maintenance Operations functional areas Place preferred supplier orders directly online account sites submit purchase request forms buyers Westbrook Maine Receiving Receive notify delivery goods Indirect Stockroom items More job highlights Job Description Hello We looking Procurement Clerk medical device manufacturing company Please check following job description let know interested Job Title Procurement Clerk Location Gurnee IL Duration month contract possibility extension Shift Timing AM PM Job Description Responsible ordering coordinating tracking delivery requested purchases Indirect supplies services necessary facility operations This includes limited receiving shipment goods inventory maintaining Kanban inventory various Indirect housekeeping PPE Non production items reorder Stocking hubs satellite area hub leads pull Major Responsibilities Purchasing Coordinate approvals control purchasing activities requested Engineering Maintenance Operations functional areas Place preferred supplier orders directly online account sites submit purchase request forms buyers Westbrook Maine Receiving Receive notify delivery goods Indirect Stockroom Check goods packing list order request Scan packing list put Share Point Folder Thank You Aman Company Description Select Source International SSI IT Health Care Engineering Services consulting firm business since SSI consultants provided exceptional services appreciated clients customers users alike several large Fortune companies mid size enterprises consulting compani
Door-to-Door Sales Worker,Direct/Field Sales Representative,Demonstrated proficiency Office tools mobile technologies computer applications business systems Determination desire achieve results Optimism positive energy Initiative taking self directed items items Benefits Meet exceed subscription targets Meet exceed revenue target items More job highlightsAt Pearson committed world always learning talented team makes possible From bringing lectures vividly life turning textbooks laptop lessons always examining way people learn best whether one child backyard education community across globe We bold thinkers standout innovators motivate explore new frontiers environment supports inspires us always better By pushing boundaries technology surpass boundaries create seeds learning become catalyst world innovations personal global large small We Educational Sales Consultant position open Central Northern Indiana area Come join team celebrates individuality collaboration Commitment Diversity Equity Inclusion We value diversity equity inclusion We value power inclusive culture strong sense belonging We seek infuse diversity inclusion everything promoting culture differences embraced strengths opportunities equal accessible consideration respect norm team members supported reaching full potential Through talent believe diversity inclusion make us innovative vibrant place work People center committed sustainable environment workplace talent learn grow thrive To learn Pearson commitment diverse inclusive workforce please click The Power Difference Position Description As Pearson Courseware Sales Representative front lines driving supporting teaching learning innovation helping year college institutions meet necessary educational outcomes access achievement affordability increase student success You responsible selling effective innovative digital print service solutions address issues challenges facing students faculty institutions today To successful role must possess need achievement demonstrated success meeting exceeding goals comfortable digital media passion education Key Accountabilities Include Achieving exceeding territory sales targets selling course based solutions faculty gain market share accelerating shift subscription based materials help address affordability access issues students collaborating various specialists account executives implement effective program wide institution wide solutions conducting effective back school campaigns drive student purchase working bookstores drive sell Key accountability also tracking forecasting OneCRM salesforce com This remote home based position approximately travel including local college campuses national meetings Relocation package available position Key Responsibilities Using campus visits virtual campus days consistently call faculty per day employing effective consultative sales techniques including pre call planning productive questioning strategies effective matching closing lead winning business Demonstrate superb organizational follow abilities Maintain accurate timely tracking forecasting OneCRM salesforce com Work concert assigned enterprise account level salespeople accelerate move courses Inclusive Access sell additional services Strategically plan territory adoption level Deliver effective technology sales presentations faculty technology training presentations students Work concert Customer Success organization ensure effective efficient support key customers Implement company initiatives sales territory Maintain date knowledge Pearson products platforms capabilities Stay abreast issues impacting educational industry factors influencing market environment Demonstrate collaboration sharing successful tactics across district region nationally Take assignments cross functional task forces appropriate Outcomes Meet exceed subscription targets Meet exceed revenue target As Pearson Education Sales Representative would receive highly attractive base salary uncapped bonus potential company car travel expenses excellent benefits package In addition would take part extensive training program ongoing professional development Your promotional opportunities would include variety pf positions levels within sales management marketing editorial digital solutions well many areas Qualifications A Bachelor degree equivalent combination education successful work experience Demonstrated proficiency Office tools mobile technologies computer applications business systems Essential Attributes Determination desire achieve results Optimism positive energy Initiative taking self directed Consistent track record excelling fast paced business environment Enthusiasm process needs investigation problem solving meeting customer educational needs Ability build trusting relationships customers colleagues maintain relationships professional empathy core trust behaviors Strong written oral presentational communication skills Resilience ability overcome challenges achieve outcomes Highly organized ability prioritize tasks meet deadlines Collaboration skills ability interact engage others working towards common goal Analytical skills ability prioritize based data manage tracking goal Change agility able adapt quickly lead others change Learning agility aptitude learning new technologies skills coachable open constructive feedback development Desirable Qualifications And Experience Mission driven focus Sales experience Job SALES Organization North America Schedule FULLTIME Req ID
Advertising Director,IHO Marketing Director,Strong strategic thinker ability understand translate overall business needs execute marketing programs achieve measurable objectives Strong ability use persuasive techniques present ideas writing verbal large group presentations reason logic influence audience Demonstrated ability write promotional content value propositions variety audience types proven experience writing communication plans summarizing communication marketing situations opportunity issue analyses objectives communication marketing strategy action programs required items Furthermore develop maintain effective working relationships external organizations viewed key collaborators relevant stakeholders Oversee development management communication plans IHO marketing initiatives priorities including calendars project plans budgets Develop implement tactical marketing strategies plans span digital print video tradeshows social media display advertising drive awareness engagement conversion items More job highlightsThe American Medical Association AMA nation largest professional Association physicians non profit organization We unifying voice powerful ally America physicians patients care promise healthier nation To part AMA part Mission promote art science medicine betterment public health We continuously work embed equity internal practices committed increasing diversity staff across levels organization We intentionally work create right conditions enable employees feel authentic selves fully participate life enterprise We encourage support professional development employees dedicated social responsibility We invite learn us look forward getting know We opportunity corporate offices Chicago IHO Marketing Director Improving Health Outcomes team As IHO Marketing Director responsible developing implementing marketing strategy plans support mission goals IHO You facilitate marketing strategic planning process provide input setting priorities defining tactics necessary execute strategic plan You also manage coordinate effective marketing communication activities internal external stakeholders including agencies vendors partners align goals timing budgetary expectations Furthermore develop maintain effective working relationships external organizations viewed key collaborators relevant stakeholders RESPONSIBILITIES Marketing Communication Strategic Planning Management Oversee development management communication plans IHO marketing initiatives priorities including calendars project plans budgets Develop implement tactical marketing strategies plans span digital print video tradeshows social media display advertising drive awareness engagement conversion Identify assess capitalize opportunities engage partners health professionals including segment audience strategy channel strategy content strategy etc alignment IHO program goals Manage development internal external marketing content creative assets alignment IHO objectives including preparation product content briefs press releases advertising Direct collaborate internal external designers develop high quality creative assets developing implementing brand guidelines support collaborations external partners Oversee creation management promotional editorial calendars ensure timely accurate deployment campaigns alerts across channels Develop manage performance measurement framework optimize initiatives campaigns Collaborate cross functionally Product Management assist development market strategies products market segments develop compelling value proposition Research analyze market trends relevant information form marketing strategies Program Development Management Manage portfolio projects improve intermediate long term health outcomes Provide day day leadership planning management support comprehensive portfolio projects Streamline decision making processes Communications Product Strategies makes effective use time information Manage Relationships Key Collaborators Liaise collaborate teams across AMA business units including MMX EC Legal timely review content e g product content media campaigns publications Identify key external stakeholders opportunities collaborate dissemination products partners marketing communication platforms Staff Management Lead mentor provide management oversight professional staff translate strategy plan clear priorities goals team Responsible setting objectives evaluating performance identify opportunities advancing staff skills expertise determining staffing requirements developing training staff May include responsibilities assigned REQUIREMENTS Bachelor Degree communications marketing business related field required Master degree plus Minimum years marketing experience required strong preference experience health promotion chronic disease prevention forming collaborations physicians health care professionals relevant external groups organizations years experience leading managing direct reports marketing field Proven experience project planning project management practices including strategic planning budget planning implementation evaluation multiple complex projects convening project teams managing towards established timelines project deliverables Strong strategic thinker ability understand translate overall business needs execute marketing programs achieve measurable objectives Strong ability use persuasive techniques present ideas writing verbal large group presentations reason logic influence audience Demonstrated ability write promotional content value propositions variety audience types proven experience writing communication plans summarizing communication marketing situations opportunity issue analyses objectives communication marketing strategy action programs required Demonstrated experience working media diverse outlets Analytical skills required demonstrated experience using data inform communications strategies positioning Interpersonal skills temperament work collaboratively cooperatively matrixed organization complex work environment The American Medical Association located N Wabash Avenue Chicago IL convenient public transportation Chicago We equal opportunity employer committed diversity workforce All qualified applicants receive consideration employment As EOE AA employer American Medical Association discriminate employment practices due applicant race color religion sex age national origin sexual orientation gender identity veteran disability status THE AMA IS COMMITTED TO IMPROVING THE HEALTH OF THE NATION
Procurement Clerk,Procurement Clerk,years clerical experience required Proficient Microsoft Office Suite including Excel Word Strong written verbal skills Process e Reqs issue purchase orders follow requested including Intracompany e Reqs items Benefits Our associates drive Sumitomo continued growth proudly offer competitive salary comprehensive benefits package including Medical Dental Vision Disability Life k match tuition benefits paid holidays vacation More job highlightsAlthough located SEWS Bowling Green Corporate Office flexible Work From Home position means associate flexibility work home expected report local office needed required BASIC PURPOSE To provide clerical support Procurement section performing general secretarial work including filing typing auditing preparing reports well entering data computer system BASIC POSITION DUTIES Process e Reqs issue purchase orders follow requested including Intracompany e Reqs Track purchase order confirmation follow regards tracking receiving orders well handling issues Process pay maintain Supplier Invoices listed Procurement SharePoint App Process New Supplier Set Up documents enter information Supplier List SharePoint update needed Reconcile Procurement credit card monthly basis Prepare Sales Use Tax Forms maintain files Maintain Bowling Green facility office supply stockroom Create provide monthly reports documents manager department members Support Procurement Buyers Clerk Other duties assigned POSITION REQUIREMENTS High School Diploma GED required years clerical experience required Proficient Microsoft Office Suite including Excel Word Strong written verbal skills Associate degree preferred required Bilingual Spanish preferred required Knowledge ERPLX MRP preferred required About Sumitomo Electric Wiring Systems Inc Sumitomo Electric Wiring Systems Inc SEWS part Sumitomo family companies year old brand reputation quality reliability With support facilities throughout North America SEWS delivering innovative solutions automakers years leading supplier electrical distribution systems components electronics SEWS committed technical development worldwide global network resources able deliver truly competitive advantage customers Our associates drive Sumitomo continued growth proudly offer competitive salary comprehensive benefits package including Medical Dental Vision Disability Life k match tuition benefits paid holidays vacation To learn us please visit Follow Us company sumitomo electric wiring systems About Sumitomo Electric Group Since founding Sumitomo Electric Industries Ltd copper wire production developed many new technologies products innovative R D activities based Sumitomo Electric manufacturing technologies electric wires power cables With subsidiaries worldwide continue introduce wide variety products fulfill expectations society five business fields Automotive Information Communications Electronics Environment Energy Industrial Materials We Fortune global company To learn Sumitomo Electric Group please visit Use Apply Job box Follow Us company sumitomo electric Interested Candidates Should Submit Cover Letter Salary History When Applying An Equal Opportunity Employer M F D V
Merchandise Displayer,Store Visual,The Store Visual responsible store oversight implementation merchandising strategies consistent Company goals creating enjoyable easy shopping experience ensure new repeat business The Store Visual accountable implementing visual merchandising strategy aids achievement Company sales volume financial objectives items More job highlightsDescription The Store Visual responsible designing executing visually appealing well balanced store merchandise displays direction Visual leadership This position remerchandise displays signage point sale areas maximize product sell completing showroom recovery processes managing incoming merchandise receipt new product placement ensure exceptional store experience every guest The Store Visual coordinate design display store merchandise aid generating promoting sale furniture accessories This position responsible maintenance improvement store interior well audio visual impact The Store Visual responsible store oversight implementation merchandising strategies consistent Company goals creating enjoyable easy shopping experience ensure new repeat business The Store Visual accountable implementing visual merchandising strategy aids achievement Company sales volume financial objectives Primary Job Functions This section describes primary essential responsibilities job performs Execute visually appealing well balanced store merchandising displays direction Visual leadership coordinate layout plans furniture lighting accessories transition seasonal products Remerchandise displays signage point sale select areas regularly maximize product sell Execute floor moves necessary changes consistent layout plan product focus communicate regularly Visual management items sold Complete store recovery processes throughout day Maintain store interior exterior appearance assistance warehouse housekeeping associates Initiate repair maintenance store lighting fixtures paint flooring etc conjunction store management Check unpackage accessory merchandise product shipments collaboration warehouse associate coordinate product tagging felt dotting showroom placement participate bi annual inventory process Adhere visual merchandising standards bulletins provided Visual leadership Ensure audio visual items store music sign height etc compliance standards communicate standards store associates involve associates visual maintenance store Develop high levels knowledge Company products promotions store functions keep date fashion styles trends Mentor store staff merchandising basics Involve staff visual maintenance store assist communicating Company visual merchandising standards Coordinate store manager regarding regular tasks duties visual needs incoming product point sale materials etc Demonstrate Company Core Growth Values performance job functions Secondary Job Functions This section describes secondary responsibilities job performs Coach train new existing visual team members within market directed Assist new store openings needed Submit orders tools supplies needed Learn furniture retail industry whole establish strong understanding Company products positioning marketplace well processes procedures business operated Maintain reliable attendance Actively participate departmental meetings training education Assist training employees providing backup Complete assignments special projects requested
